symbol	match_basis	direct_glycome_match	interface_match	reported_gene_match	mapped_gene_match	study_accession	pubmed_id	first_author	publication_date	disease_trait	mapped_trait	trait_categories	reported_genes	mapped_genes	p_value
MGAT5	mapped_gene	yes	no	no	yes	GCST90129367	35332118	Landini A	2022-03-24	Transferrin N-glycan 23 levels	transferrin glycosylation measurement	glycome		MGAT5	9.999999999999999e-33
MGAT5	mapped_gene	yes	no	no	yes	GCST90129366	35332118	Landini A	2022-03-24	Transferrin N-glycan 22 levels	transferrin glycosylation measurement	glycome		MGAT5	3e-30
MGAT5	mapped_gene	yes	no	no	yes	GCST90668547	40593539	Sharapov S	2025-07-01	Percentage of tetragalactosylated structures in total plasma glycans (GP103)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		MGAT5	9.999999999999999e-26
MGAT5	mapped_gene	yes	no	no	yes	GCST90668784	40593539	Sharapov S	2025-07-01	Percentage of tetraantennary structures in total plasma glycans (GP106)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		MGAT5	9.999999999999999e-26
MGAT5	mapped_gene	yes	no	no	yes	GCST90129369	35332118	Landini A	2022-03-24	Transferrin N-glycan 25 levels	transferrin glycosylation measurement	glycome		MGAT5	3e-20
MGAT5	mapped_gene	yes	no	no	yes	GCST90129367	35332118	Landini A	2022-03-24	Transferrin N-glycan 23 levels	transferrin glycosylation measurement	glycome		MGAT5	2e-19
MGAT5	mapped_gene	yes	no	no	yes	GCST90129366	35332118	Landini A	2022-03-24	Transferrin N-glycan 22 levels	transferrin glycosylation measurement	glycome		MGAT5	4e-17
MGAT5	mapped_gene	yes	no	no	yes	GCST90129371	35332118	Landini A	2022-03-24	Transferrin N-glycan 27 levels	transferrin glycosylation measurement	glycome		MGAT5	1e-16
MGAT5	mapped_gene	yes	no	no	yes	GCST90129369	35332118	Landini A	2022-03-24	Transferrin N-glycan 25 levels	transferrin glycosylation measurement	glycome		MGAT5	2e-12
MGAT5	mapped_gene	yes	no	no	yes	GCST90271818	36907892	Rudman N	2023-03-13	Plasma protein N-glycan peak 29 levels in type 1 diabetes	N-glycan measurement	glycome;immune_inflammation;tissue_identity		MGAT5	3e-11
MGAT5	mapped_gene	yes	no	no	yes	GCST90129371	35332118	Landini A	2022-03-24	Transferrin N-glycan 27 levels	transferrin glycosylation measurement	glycome		RN7SKP93 - MGAT5	5e-10
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST90011900	33547301	Chen VL	2021-02-05	Serum alkaline phosphatase levels	alkaline phosphatase measurement	metabolism;tissue_identity	MGAT5	MGAT5	2e-38
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST90013406	33972514	Pazoki R	2021-05-10	Liver enzyme levels (alkaline phosphatase)	alkaline phosphatase measurement	metabolism;tissue_identity	MGAT5	MGAT5	7e-38
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST011353	33339817	Nielsen JB	2020-12-18	Serum alkaline phosphatase levels	alkaline phosphatase measurement		MIR3679, MGAT5	MGAT5	1e-11
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST012033	33075057	Li X	2020-10-19	Sleep (1/3-day periodicity)	sleep quality		MGAT5	MGAT5	1e-11
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST006016	29403010	Kanai M	2018-02-05	Serum alkaline phosphatase levels	alkaline phosphatase measurement		MIR3679, MGAT5	MGAT5	9e-11
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST90002382	32888494	Vuckovic D	2020-09-01	Eosinophil percentage of white cells	eosinophil percentage of leukocytes	immune_inflammation	MGAT5	MGAT5	4e-09
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST008727	31407831	Din L	2019-08-13	Chronic lymphocytic leukemia or systemic lupus erythematosus	B-cell chronic lymphocytic leukemia, systemic lupus erythematosus	cancer;immune_inflammation	MGAT5	MGAT5	7e-09
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST008729	31407831	Din L	2019-08-13	Marginal zone lymphoma or systemic lupus erythematosus	systemic lupus erythematosus, marginal zone lymphoma	cancer;immune_inflammation	MGAT5	MGAT5	3e-08
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST000577	20117844	Brynedal B	2010-02-01	Multiple sclerosis (severity)	multiple sclerosis		MGAT5	MGAT5	2e-07
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST007400	28714469	Langefeld CD	2017-07-17	Systemic lupus erythematosus	systemic lupus erythematosus	immune_inflammation	MGAT5	MGAT5	5e-07
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST006479	30177863	Maguire LH	2018-09-03	Diverticular disease	diverticular disease		MGAT5	RN7SKP93 - MGAT5	2e-06
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST003264	26634245	Lutz SM	2015-12-03	Post bronchodilator FEV1/FVC ratio	FEV/FVC ratio, response to bronchodilator		MGAT5	MGAT5	3e-06
MGAT5	reported_gene	no	no	yes	no	GCST004283	28235828	Traglia M	2017-04-03	Midgestational circulating levels of PCBs	polychlorinated biphenyls measurement, gestational serum measurement		MGAT5	NCKAP5	5e-06
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST005790	29771307	Aponte JL	2018-05-16	Rosacea symptom severity	rosacea severity measurement	immune_inflammation;tissue_identity	NCKAP5, MGAT5	RN7SKP93 - MGAT5	5e-06
MGAT5	reported_gene;mapped_gene	no	no	yes	yes	GCST001521	22589738	Fox CS	2012-05-10	Subcutaneous adipose tissue	subcutaneous adipose tissue quality		MGAT5	MGAT5	7e-06
MGAT5	mapped_gene	no	yes	no	yes	GCST90313418	38412862	Suhre K	2024-02-20	AXL/CD163 protein level ratio	AXL/CD163 protein level ratio in blood	metabolism		MGAT5	0.0
MGAT5	mapped_gene	no	yes	no	yes	GCST90313734	38412862	Suhre K	2024-02-20	CD163/FOLR2 protein level ratio	CD163/FOLR2 protein level ratio in blood	metabolism		MGAT5	0.0
MGAT5	mapped_gene	no	yes	no	yes	GCST90313735	38412862	Suhre K	2024-02-20	CD163/ICAM1 protein level ratio	CD163/ICAM1 protein level ratio in blood	metabolism		MGAT5	0.0
MGAT5	mapped_gene	no	yes	no	yes	GCST90313736	38412862	Suhre K	2024-02-20	CD163/IL18BP protein level ratio	CD163/IL18BP protein level ratio in blood	metabolism		MGAT5	0.0
MGAT5	mapped_gene	no	yes	no	yes	GCST90469647	39789286	Loya H	2025-01-09	ITGB7 protein levels	integrin beta-7 measurement	metabolism		MGAT5	3e-167
MGAT5	mapped_gene	no	yes	no	yes	GCST90314289	38412862	Suhre K	2024-02-20	CSF1/SIGLEC1 protein level ratio	CSF1/SIGLEC1 protein level ratio in blood	metabolism		MGAT5	9e-164
MGAT5	mapped_gene	no	yes	no	yes	GCST90315323	38412862	Suhre K	2024-02-20	LGALS9/SIGLEC1 protein level ratio	LGALS9/SIGLEC1 protein level ratio in blood	metabolism		MGAT5	1e-156
MGAT5	mapped_gene	no	yes	no	yes	GCST90470632	39789286	Loya H	2025-01-09	SIGLEC1 protein levels	sialoadhesin measurement	metabolism		MGAT5	4.9999999999999995e-154
MGAT5	mapped_gene	no	yes	no	yes	GCST90313548	38412862	Suhre K	2024-02-20	BTN2A1/SIGLEC1 protein level ratio	BTN2A1/SIGLEC1 protein level ratio in blood	metabolism		MGAT5	9.999999999999999e-143
MGAT5	mapped_gene	no	yes	no	yes	GCST90468880	39789286	Loya H	2025-01-09	CSF1R protein levels	macrophage colony-stimulating factor 1 receptor level	metabolism;tissue_identity		MGAT5	9e-108
MGAT5	mapped_gene	no	yes	no	yes	GCST90469861	39789286	Loya H	2025-01-09	MARCO protein levels	level of macrophage receptor MARCO in blood	metabolism		MGAT5	1e-106
MGAT5	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		RN7SKP93 - MGAT5	9.999999999999999e-87
MGAT5	mapped_gene	no	yes	no	yes	GCST90469060	39789286	Loya H	2025-01-09	IL27 protein levels	interleukin-27 measurement	metabolism		MGAT5	5e-76
MGAT5	mapped_gene	no	yes	no	yes	GCST90471031	39789286	Loya H	2025-01-09	VCAM1 protein levels	vascular cell adhesion protein 1 amount	metabolism		MGAT5	1e-70
MGAT5	mapped_gene	no	yes	no	yes	GCST90468236	39789286	Loya H	2025-01-09	ADGRE1 protein levels	level of adhesion G protein-coupled receptor E1 in blood	metabolism		MGAT5	2e-68
MGAT5	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		MGAT5	3e-65
MGAT5	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		MGAT5	5e-63
MGAT5	mapped_gene	no	yes	no	yes	GCST90469771	39789286	Loya H	2025-01-09	LILRA2 protein levels	level of leukocyte immunoglobulin-like receptor subfamily A member 2 in blood	immune_inflammation;metabolism		MGAT5	2e-51
MGAT5	mapped_gene	no	yes	no	yes	GCST90468851	39789286	Loya H	2025-01-09	CR1 protein levels	level of complement receptor type 1 in blood	metabolism		MGAT5	6e-51
MGAT5	mapped_gene	no	yes	no	yes	GCST90469776	39789286	Loya H	2025-01-09	LILRB1 protein levels	leukocyte immunoglobulin-like receptor subfamily B member 1 level	immune_inflammation;metabolism		MGAT5	6e-46
MGAT5	mapped_gene	no	yes	no	yes	GCST90468880	39789286	Loya H	2025-01-09	CSF1R protein levels	macrophage colony-stimulating factor 1 receptor level	metabolism;tissue_identity		RN7SKP93 - MGAT5	2.0000000000000003e-45
MGAT5	mapped_gene	no	yes	no	yes	GCST90315204	38412862	Suhre K	2024-02-20	ITGA5/LILRA2 protein level ratio	ITGA5/LILRA2 protein level ratio in blood	metabolism		MGAT5	9.999999999999999e-43
MGAT5	mapped_gene	no	yes	no	yes	GCST90468880	39789286	Loya H	2025-01-09	CSF1R protein levels	macrophage colony-stimulating factor 1 receptor level	metabolism;tissue_identity		MGAT5	9e-38
MGAT5	mapped_gene	no	yes	no	yes	GCST90469771	39789286	Loya H	2025-01-09	LILRA2 protein levels	level of leukocyte immunoglobulin-like receptor subfamily A member 2 in blood	immune_inflammation;metabolism		MGAT5	4e-35
MGAT5	mapped_gene	no	yes	no	yes	GCST90315167	38412862	Suhre K	2024-02-20	IL6ST/MARCO protein level ratio	IL6ST/MARCO protein level ratio in blood	metabolism		MGAT5	2.0000000000000003e-34
MGAT5	mapped_gene	no	yes	no	yes	GCST90470632	39789286	Loya H	2025-01-09	SIGLEC1 protein levels	sialoadhesin measurement	metabolism		MGAT5	5e-34
MGAT5	mapped_gene	no	yes	no	yes	GCST90468625	39789286	Loya H	2025-01-09	CD33 protein levels	blood protein amount	metabolism		MGAT5	1e-33
MGAT5	mapped_gene	no	yes	no	yes	GCST90468880	39789286	Loya H	2025-01-09	CSF1R protein levels	macrophage colony-stimulating factor 1 receptor level	metabolism;tissue_identity		MGAT5	3e-30
MGAT5	mapped_gene	no	yes	no	yes	GCST90470637	39789286	Loya H	2025-01-09	SIGLEC9 protein levels	sialic acid-binding Ig-like lectin 9 amount	metabolism		MGAT5	2.0000000000000002e-28
MGAT5	mapped_gene	no	yes	no	yes	GCST90088882	35078996	Gudjonsson A	2022-01-25	Serum levels of protein CD163	blood protein amount	tissue_identity		MGAT5	7e-27
MGAT5	mapped_gene	no	yes	no	yes	GCST90314866	38412862	Suhre K	2024-02-20	FOLR2/MSR1 protein level ratio	FOLR2/MSR1 protein level ratio in blood	metabolism		MGAT5	7.999999999999999e-26
MGAT5	mapped_gene	no	yes	no	yes	GCST90314865	38412862	Suhre K	2024-02-20	FOLR2/HAVCR2 protein level ratio	FOLR2/HAVCR2 protein level ratio in blood	metabolism		MGAT5	6e-25
MGAT5	mapped_gene	no	yes	no	yes	GCST90428423	39794498	Konieczny MJ	2025-01-10	CSF1 protein levels	colony stimulating factor 1 measurement	immune_inflammation;metabolism;tissue_identity		MGAT5	4.0000000000000004e-24
MGAT5	mapped_gene	no	yes	no	yes	GCST90470635	39789286	Loya H	2025-01-09	SIGLEC7 protein levels	amount of sialic acid-binding Ig-like lectin 7 (human) in blood	metabolism		MGAT5	1.0000000000000001e-23
MGAT5	mapped_gene	no	yes	no	yes	GCST90469357	39789286	Loya H	2025-01-09	GLIPR1 protein levels	glioma pathogenesis-related protein 1 measurement	cancer;infection;metabolism		MGAT5	2e-22
MGAT5	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		RN7SKP93 - MGAT5	9e-22
MGAT5	mapped_gene	no	yes	no	yes	GCST90468654	39789286	Loya H	2025-01-09	CD86 protein levels	CD86 molecule level	metabolism		MGAT5	1e-21
MGAT5	mapped_gene	no	yes	no	yes	GCST90468236	39789286	Loya H	2025-01-09	ADGRE1 protein levels	level of adhesion G protein-coupled receptor E1 in blood	metabolism		MGAT5	4e-21
MGAT5	mapped_gene	no	yes	no	yes	GCST90469673	39789286	Loya H	2025-01-09	KEL protein levels	kell blood group glycoprotein measurement	glycome;metabolism		MGAT5	3e-20
MGAT5	mapped_gene	no	yes	no	yes	GCST90469574	39789286	Loya H	2025-01-09	IL1RL1 protein levels	obsolete_interleukin-1 receptor-like 1 measurement	metabolism		MGAT5	2e-19
MGAT5	mapped_gene	no	yes	no	yes	GCST90469060	39789286	Loya H	2025-01-09	IL27 protein levels	interleukin-27 measurement	metabolism		MGAT5	1e-18
MGAT5	mapped_gene	no	yes	no	yes	GCST90469638	39789286	Loya H	2025-01-09	ITGAM protein levels	level of integrin alpha-M in blood	metabolism		MGAT5	2e-18
MGAT5	mapped_gene	no	yes	no	yes	GCST90468625	39789286	Loya H	2025-01-09	CD33 protein levels	blood protein amount	metabolism		MGAT5	8e-18
MGAT5	mapped_gene	no	yes	no	yes	GCST90469499	39789286	Loya H	2025-01-09	ICAM2 protein levels	intercellular adhesion molecule 2 measurement	metabolism		MGAT5	2e-17
MGAT5	mapped_gene	no	yes	no	yes	GCST90468406	39789286	Loya H	2025-01-09	AXL protein levels	level of tyrosine-protein kinase receptor UFO in blood	metabolism		MGAT5	3e-16
MGAT5	mapped_gene	no	yes	no	yes	GCST90469777	39789286	Loya H	2025-01-09	LILRB2 protein levels	leukocyte immunoglobulin-like receptor subfamily B member 2 level	immune_inflammation;metabolism		MGAT5	3e-16
MGAT5	mapped_gene	no	yes	no	yes	GCST90468851	39789286	Loya H	2025-01-09	CR1 protein levels	level of complement receptor type 1 in blood	metabolism		MIR3679, MGAT5	9e-16
MGAT5	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		RN7SKP93 - MGAT5	2e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90469771	39789286	Loya H	2025-01-09	LILRA2 protein levels	level of leukocyte immunoglobulin-like receptor subfamily A member 2 in blood	immune_inflammation;metabolism		MGAT5	2e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90469939	39789286	Loya H	2025-01-09	MRC1 protein levels	macrophage mannose receptor 1 level	metabolism		MGAT5	3e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90468638	39789286	Loya H	2025-01-09	CD58 protein levels	lymphocyte function-associated antigen 3 measurement	immune_inflammation;metabolism		MGAT5	4e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90468238	39789286	Loya H	2025-01-09	ADGRE5 protein levels	blood protein amount	metabolism		MGAT5	8e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90469260	39789286	Loya H	2025-01-09	FOLR2 protein levels	level of folate receptor beta in blood	metabolism		MGAT5	8e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90470630	39789286	Loya H	2025-01-09	SIGLEC10 protein levels	sialic acid-binding Ig-like lectin 10 measurement	metabolism		MGAT5	9e-15
MGAT5	mapped_gene	no	yes	no	yes	GCST90012040	33067605	Folkersen L	2020-10-16	ST2 protein levels	ST2 protein measurement	metabolism		MGAT5	1e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90470923	39789286	Loya H	2025-01-09	TNFSF8 protein levels	tumor necrosis factor ligand superfamily member 8 measurement	cancer;metabolism		MGAT5	1e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90469305	39789286	Loya H	2025-01-09	GAS6 protein levels	amount of growth arrest-specific protein 6 (human) in blood	metabolism		MGAT5	2e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90469647	39789286	Loya H	2025-01-09	ITGB7 protein levels	integrin beta-7 measurement	metabolism		MGAT5	2e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90468611	39789286	Loya H	2025-01-09	CD244 protein levels	natural killer cell receptor 2B4 measurement	metabolism		MGAT5	3e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90470632	39789286	Loya H	2025-01-09	SIGLEC1 protein levels	sialoadhesin measurement	metabolism		MGAT5	3e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90471031	39789286	Loya H	2025-01-09	VCAM1 protein levels	vascular cell adhesion protein 1 amount	metabolism		MGAT5	4e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90468635	39789286	Loya H	2025-01-09	CD48 protein levels	CD48 antigen measurement	metabolism		MGAT5	5e-14
MGAT5	mapped_gene	no	yes	no	yes	GCST90470633	39789286	Loya H	2025-01-09	SIGLEC5 protein levels	level of sialic acid-binding Ig-like lectin 5 in blood serum	metabolism		MGAT5	1e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90468237	39789286	Loya H	2025-01-09	ADGRE2 protein levels	adhesion G protein-coupled receptor E2 measurement	metabolism		MGAT5	3e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90469200	39789286	Loya H	2025-01-09	FCGR2A protein levels	low affinity immunoglobulin gamma Fc region receptor II-a measurement	immune_inflammation;metabolism		MGAT5	3e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90469644	39789286	Loya H	2025-01-09	ITGB2 protein levels	level of integrin beta-2 in blood	metabolism		MGAT5	3e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90469753	39789286	Loya H	2025-01-09	LEG1 protein levels	level of protein LEG1 homolog in blood	metabolism		MGAT5	5e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90469603	39789286	Loya H	2025-01-09	IL6ST protein levels	level of interleukin-6 receptor subunit beta in blood serum	metabolism		MGAT5	6e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90470632	39789286	Loya H	2025-01-09	SIGLEC1 protein levels	sialoadhesin measurement	metabolism		MGAT5	7e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90469200	39789286	Loya H	2025-01-09	FCGR2A protein levels	low affinity immunoglobulin gamma Fc region receptor II-a measurement	immune_inflammation;metabolism		MGAT5	9e-13
MGAT5	mapped_gene	no	yes	no	yes	GCST90468650	39789286	Loya H	2025-01-09	CD80 protein levels	CD80 molecule level	metabolism		MGAT5	2e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		MGAT5	4e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90468605	39789286	Loya H	2025-01-09	CD200R1 protein levels	cell surface glycoprotein CD200 receptor 1 amount	glycome;metabolism		MGAT5	4e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90468851	39789286	Loya H	2025-01-09	CR1 protein levels	level of complement receptor type 1 in blood	metabolism		MGAT5	4e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90453325	39972214	Niu L	2025-02-19	CD163 protein levels	blood protein amount	metabolism		MGAT5	6e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90468236	39789286	Loya H	2025-01-09	ADGRE1 protein levels	level of adhesion G protein-coupled receptor E1 in blood	metabolism		MGAT5	7e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90469861	39789286	Loya H	2025-01-09	MARCO protein levels	level of macrophage receptor MARCO in blood	metabolism		MGAT5	8e-12
MGAT5	mapped_gene	no	yes	no	yes	GCST90469950	39789286	Loya H	2025-01-09	MSR1 protein levels	macrophage scavenger receptor types I and II level	metabolism		MGAT5	1e-11
MGAT5	mapped_gene	no	yes	no	yes	GCST90470855	39789286	Loya H	2025-01-09	THBS4 protein levels	thrombospondin-4 measurement	metabolism		MGAT5	1e-11
MGAT5	mapped_gene	no	yes	no	yes	GCST90470923	39789286	Loya H	2025-01-09	TNFSF8 protein levels	tumor necrosis factor ligand superfamily member 8 measurement	cancer;metabolism		MGAT5	1e-11
MGAT5	mapped_gene	no	yes	no	yes	GCST90274713	37945903	Wang A	2023-11-09	Prostate cancer	prostate carcinoma	cancer		RN7SKP93 - MGAT5	2e-11
MGAT5	mapped_gene	no	yes	no	yes	GCST90453325	39972214	Niu L	2025-02-19	CD163 protein levels	blood protein amount	metabolism		MGAT5	3e-10
MGAT5	mapped_gene	no	yes	no	yes	GCST90662892	40436827	Jee YH	2025-05-28	Low-density lipoprotein levels	low density lipoprotein cholesterol measurement	metabolism		MGAT5	2e-09
MGAT5	mapped_gene	no	yes	no	yes	GCST90428423	39794498	Konieczny MJ	2025-01-10	CSF1 protein levels	colony stimulating factor 1 measurement	immune_inflammation;metabolism;tissue_identity		RN7SKP93 - MGAT5	4e-08
MGAT5	mapped_gene	no	yes	no	yes	GCST90274714	37945903	Wang A	2023-11-09	Prostate cancer	prostate carcinoma	cancer		RN7SKP93 - MGAT5	6e-08
MGAT5	mapped_gene	no	yes	no	yes	GCST90095062	35467766	Watts K	2022-05-10	Adverse response to chemotherapy in colorectal cancer (XELOX) (Diarrhoea)	Diarrhea, chemotherapy-induced cytotoxicity measurement	cancer		RN7SKP93 - MGAT5	7e-07
MGAT5	mapped_gene	no	yes	no	yes	GCST90274715	37945903	Wang A	2023-11-09	Prostate cancer	prostate carcinoma	cancer		RN7SKP93 - MGAT5	2e-06
MGAT5	mapped_gene	no	yes	no	yes	GCST90446208	37890997	Thean LF	2023-10-27	Rectum and left colon colorectal cancer (peritoneal metastasis vs non-peritoneal metastasis)	metastasis measurement, colorectal cancer	cancer;tissue_identity		MGAT5	2e-06
MGAT5	mapped_gene	no	yes	no	yes	GCST001390	22293537	Kiyotani K	2012-01-29	Response to gemcitabine in pancreatic cancer	response to gemcitabine	cancer	intergenic	RN7SKP93 - MGAT5	3e-06
MGAT5	mapped_gene	no	yes	no	yes	GCST90226002	36230616	Nishizawa D	2022-09-27	Opioid analgesic dose requirement in cancer pain treatment	response to opioid	cancer		MGAT5	4e-06
MGAT5	mapped_gene	no	yes	no	yes	GCST90482626	38254997	Skvortsova L	2024-01-17	Breast cancer (early onset)	breast cancer	cancer		MGAT5	8e-06
ST3GAL4	reported_gene;mapped_gene	yes	no	yes	yes	GCST008108	31163085	Sharapov SZ	2019-06-15	N-glycan levels	N-glycan measurement	glycome	ST3GAL4	ST3GAL4	9e-28
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90671979	40593539	Sharapov S	2025-07-01	Sialylation of antennary branches (multivariate analysis)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		ST3GAL4	5.0000000000000004e-247
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90668788	40593539	Sharapov S	2025-07-01	Ratio of trisialylated and tetrasialylated tetragalactosylated structures (GP110)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		ST3GAL4	6e-180
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90668554	40593539	Sharapov S	2025-07-01	Ratio of trisialylated and tetrasialylated tetragalactosylated structures (GP110)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		ST3GAL4	1e-151
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129361	35332118	Landini A	2022-03-24	Transferrin N-glycan 17 levels	transferrin glycosylation measurement	glycome		ST3GAL4	9.999999999999999e-64
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129371	35332118	Landini A	2022-03-24	Transferrin N-glycan 27 levels	transferrin glycosylation measurement	glycome		ST3GAL4	1e-40
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129363	35332118	Landini A	2022-03-24	Transferrin N-glycan 19 levels	transferrin glycosylation measurement	glycome		ST3GAL4	3.9999999999999996e-30
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129371	35332118	Landini A	2022-03-24	Transferrin N-glycan 27 levels	transferrin glycosylation measurement	glycome		ST3GAL4	6e-29
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129375	35332118	Landini A	2022-03-24	Transferrin N-glycan 31 levels	transferrin glycosylation measurement	glycome		ST3GAL4	9.999999999999999e-27
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129368	35332118	Landini A	2022-03-24	Transferrin N-glycan 24 levels	transferrin glycosylation measurement	glycome		ST3GAL4	3e-26
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129369	35332118	Landini A	2022-03-24	Transferrin N-glycan 25 levels	transferrin glycosylation measurement	glycome		ST3GAL4	3e-21
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129355	35332118	Landini A	2022-03-24	Transferrin N-glycan 11 levels	transferrin glycosylation measurement	glycome		ST3GAL4	3e-20
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129367	35332118	Landini A	2022-03-24	Transferrin N-glycan 23 levels	transferrin glycosylation measurement	glycome		ST3GAL4	1e-13
ST3GAL4	mapped_gene	yes	yes	no	yes	GCST90470010	39789286	Loya H	2025-01-09	NCR3LG1 protein levels	natural cytotoxicity triggering receptor 3 ligand 1 measurement	immune_inflammation;metabolism		ST3GAL4	5e-12
ST3GAL4	mapped_gene	yes	no	no	yes	GCST90129370	35332118	Landini A	2022-03-24	Transferrin N-glycan 26 levels	transferrin glycosylation measurement	glycome		ST3GAL4	1e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90013406	33972514	Pazoki R	2021-05-10	Liver enzyme levels (alkaline phosphatase)	alkaline phosphatase measurement	metabolism;tissue_identity	ST3GAL4	ST3GAL4	2e-236
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90011900	33547301	Chen VL	2021-02-05	Serum alkaline phosphatase levels	alkaline phosphatase measurement	metabolism;tissue_identity	ST3GAL4, KIRREL3	ST3GAL4	4.9999999999999996e-182
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST011353	33339817	Nielsen JB	2020-12-18	Serum alkaline phosphatase levels	alkaline phosphatase measurement		ST3GAL4, KIRREL3	ST3GAL4	5e-62
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST010204	32154731	Ripatti P	2020-03-10	Low density lipoprotein cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	8e-55
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST010243	32203549	Richardson TG	2020-03-23	Apolipoprotein B levels	apolipoprotein B measurement	metabolism	ST3GAL4	ST3GAL4	1.0000000000000001e-49
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002395	32888494	Vuckovic D	2020-09-01	Mean platelet volume	platelet volume		ST3GAL4	ST3GAL4	3e-45
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST010245	32203549	Richardson TG	2020-03-23	LDL cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	3e-43
