symbol	match_basis	direct_glycome_match	interface_match	reported_gene_match	mapped_gene_match	study_accession	pubmed_id	first_author	publication_date	disease_trait	mapped_trait	trait_categories	reported_genes	mapped_genes	p_value
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470172	39789286	Loya H	2025-01-09	PCDH9 protein levels	protocadherin-9 measurement	metabolism		ST6GAL1	2.0000000000000002e-24
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469673	39789286	Loya H	2025-01-09	KEL protein levels	kell blood group glycoprotein measurement	glycome;metabolism		ST6GAL1	3e-24
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90019515	33462484	Sinnott-Armstrong N	2021-01-18	Non-albumin protein levels	level of serum globulin type protein	metabolism	NR	ST6GAL1	6e-24
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	6e-24
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90018976	34594039	Sakaue S	2021-09-30	Serum total protein levels	total blood protein measurement	metabolism		ST6GAL1	1.0000000000000001e-23
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469605	39789286	Loya H	2025-01-09	IL7R protein levels	interleukin 7 receptor subunit alpha measurement	metabolism		ST6GAL1	2.0000000000000002e-23
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469502	39789286	Loya H	2025-01-09	ICAM5 protein levels	intercellular adhesion molecule 5 measurement	metabolism		ST6GAL1	3e-22
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469673	39789286	Loya H	2025-01-09	KEL protein levels	kell blood group glycoprotein measurement	glycome;metabolism		ST6GAL1	2e-21
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470649	39789286	Loya H	2025-01-09	SLAMF1 protein levels	signaling lymphocytic activation molecule measurement	metabolism		ST6GAL1	2e-21
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468635	39789286	Loya H	2025-01-09	CD48 protein levels	CD48 antigen measurement	metabolism		ST6GAL1	5e-21
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1 - RPL39L	5e-21
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469647	39789286	Loya H	2025-01-09	ITGB7 protein levels	integrin beta-7 measurement	metabolism		ST6GAL1	1e-20
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470651	39789286	Loya H	2025-01-09	SLAMF7 protein levels	SLAM family member 7 measurement	metabolism		ST6GAL1	1e-20
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	1e-19
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469215	39789286	Loya H	2025-01-09	FETUB protein levels	fetuin-B measurement	metabolism		ST6GAL1	3e-19
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468552	39789286	Loya H	2025-01-09	CBLIF protein levels	level of cobalamin binding intrinsic factor in blood	metabolism		ST6GAL1	7e-19
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468263	39789286	Loya H	2025-01-09	AHSG protein levels	alpha-2-HS-glycoprotein measurement	glycome;metabolism		ST6GAL1	1e-18
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	1e-18
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468638	39789286	Loya H	2025-01-09	CD58 protein levels	lymphocyte function-associated antigen 3 measurement	immune_inflammation;metabolism		ST6GAL1	2e-18
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469673	39789286	Loya H	2025-01-09	KEL protein levels	kell blood group glycoprotein measurement	glycome;metabolism		ST6GAL1	2e-18
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	3e-18
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	4e-17
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90313183	38412862	Suhre K	2024-02-20	ADGRE5/SEMA7A protein level ratio	ADGRE5/SEMA7A protein level ratio in blood	metabolism		ST6GAL1	5e-17
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468751	39789286	Loya H	2025-01-09	CHRDL2 protein levels	chordin-like protein 2 measurement	metabolism		RPL29P9 - ST6GAL1	8e-17
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	9e-17
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468774	39789286	Loya H	2025-01-09	CLEC4G protein levels	level of C-type lectin domain family 4 member G in blood	metabolism		ST6GAL1	1e-16
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468650	39789286	Loya H	2025-01-09	CD80 protein levels	CD80 molecule level	metabolism		ST6GAL1	2e-16
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	2e-16
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	3e-16
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469191	39789286	Loya H	2025-01-09	FASLG protein levels	level of tumor necrosis factor ligand superfamily member 6 in blood	cancer;metabolism		ST6GAL1	5e-16
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469043	39789286	Loya H	2025-01-09	DSG3 protein levels	level of desmoglein-3 in blood serum	metabolism		ST6GAL1	9e-16
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469298	39789286	Loya H	2025-01-09	GALNT5 protein levels	level of polypeptide N-acetylgalactosaminyltransferase 5 in blood	metabolism		ST6GAL1	1e-15
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470172	39789286	Loya H	2025-01-09	PCDH9 protein levels	protocadherin-9 measurement	metabolism		ST6GAL1	1e-15
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90468610	39789286	Loya H	2025-01-09	CD22 protein levels	B-cell receptor CD22 level	metabolism		ST6GAL1	1e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470252	39789286	Loya H	2025-01-09	PLAU protein levels	urokinase-type plasminogen activator measurement	metabolism		RPL29P9 - ST6GAL1	1e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470895	39789286	Loya H	2025-01-09	TNC protein levels	tenascin measurement	metabolism		ST6GAL1	1e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470978	39789286	Loya H	2025-01-09	TSPAN1 protein levels	level of tetraspanin-1 in blood	metabolism		ST6GAL1	2e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469208	39789286	Loya H	2025-01-09	FCRL5 protein levels	Fc receptor-like protein 5 measurement	metabolism		ST6GAL1	3e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469907	39789286	Loya H	2025-01-09	MILR1 protein levels	allergin-1 measurement	metabolism		ST6GAL1	3e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90470637	39789286	Loya H	2025-01-09	SIGLEC9 protein levels	sialic acid-binding Ig-like lectin 9 amount	metabolism		ST6GAL1	4e-14
ST6GAL1	mapped_gene	no	yes	no	yes	GCST90469445	39789286	Loya H	2025-01-09	HEPACAM2 protein levels	HEPACAM family member 2 measurement	metabolism		ST6GAL1	8e-14
